Lot,Wafer,Mask,Row,Column,DieLabel,TestSite,Name,Date,AnalysisType,AnalysisWavelength [nm],IL(ref-01) [dB],IL(ref-02) [dB],Rsq_REF,Rsq_Spiral01,Rsq_Spiral02,Error_flag
AL913843,D04,SIPP21e,3,0,(3|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200331_193014,LOSS,1550.0,-11.651891686047747,-56.78626245990745,0.9968846410414482,0.9950172586855798,0.3984569132127995,
AL913843,D04,SIPP21e,4,-4,(4|-4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200331_193014,LOSS,1550.0,-17.40887738810852,-46.88038394160685,0.9973885417723453,0.9629491739172221,0.06110741376347828,
AL913843,D04,SIPP21e,4,4,(4|4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200331_193014,LOSS,1550.0,-45.207401054787624,-66.85367357695213,0.9982731750921824,0.17848627044489895,0.058845033637417554,
AL913843,D04,SIPP21e,9,0,(9|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200331_193014,LOSS,1550.0,-10.534390802589769,-61.86950246581546,0.9985213615070913,0.9968480546769566,0.005021482005026057,
AL913843,D04,SIPP21e,-2,-2,(-2|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.780737019602384,-58.893200253136456,0.9969628192415649,0.9962879036976666,0.23148006866096404,
AL913843,D04,SIPP21e,-2,2,(-2|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.533307327488728,-57.71318855683785,0.9967355553429983,0.9964555799947951,0.39034644600479973,
AL913843,D04,SIPP21e,-2,3,(-2|3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.364190765598323,-51.148141728379414,0.996825646232444,0.9942980397559739,0.1801204025144174,
AL913843,D04,SIPP21e,-3,2,(-3|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.21248807228585,-57.77549014551914,0.9969875719290766,0.9957240220955048,0.05110398053077292,
AL913843,D04,SIPP21e,-4,-4,(-4|-4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.294876574029331,-51.37815208781103,0.9977210794923401,0.9949420029552601,0.0713467789845742,
AL913843,D04,SIPP21e,-4,4,(-4|4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-14.49002716952964,-52.13449870073964,0.9978410913118811,0.9724668535028317,0.11274582776110942,
AL913843,D04,SIPP21e,-5,-3,(-5|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-17.106156816749717,-50.84462027782865,0.9975373346968534,0.9519817138827249,0.13230961294392662,
AL913843,D04,SIPP21e,-5,1,(-5|1),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.187123276980856,-54.2335915052754,0.9965237918465859,0.9965198968157793,0.06555613704730012,
AL913843,D04,SIPP21e,-6,-2,(-6|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.802833009689493,-52.968140625136584,0.9970075927031932,0.9959937175891015,0.04606499683111753,
AL913843,D04,SIPP21e,-6,0,(-6|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-61.332907312957104,-66.94666479964508,0.9972837024819818,0.08108016433527743,0.013462267886753976,
AL913843,D04,SIPP21e,-7,0,(-7|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-55.88831836095778,-67.37674756540218,0.9973937553881548,0.057326745655840505,0.02148944628414995,
AL913843,D04,SIPP21e,0,-3,(0|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.86502630659379,-59.04113663212047,0.9972150685441471,0.9949368708650275,0.08511524127845038,
AL913843,D04,SIPP21e,0,-5,(0|-5),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-15.06359519113903,-52.48497738299193,0.9981478228553768,0.987410083494702,0.03398499581009917,
AL913843,D04,SIPP21e,0,0,(0|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-12.538030046638596,-69.00135505147409,0.9970464022480356,0.9954208352562244,0.004038274418050047,
AL913843,D04,SIPP21e,0,2,(0|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.762164750238298,-59.318416110865655,0.9984025184496101,0.9965376015531499,0.1477184319774969,
AL913843,D04,SIPP21e,0,5,(0|5),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-46.242465940798866,-66.94109693021164,0.9977852432235568,0.8221578593037944,0.1846622774784652,
AL913843,D04,SIPP21e,2,-2,(2|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.725005342184886,-57.94969530339222,0.9970544337092652,0.9963346706063333,0.27295044998923723,
AL913843,D04,SIPP21e,2,2,(2|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.73719664125747,-58.710580526101694,0.9970129635794068,0.9965965131606594,0.4813274530871904,
AL913843,D04,SIPP21e,3,-3,(3|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-13.837349140820152,-50.12038476073212,0.9980857993850136,0.9819545412994267,0.041502514500473375,
AL913843,D04,SIPP21e,3,0,(3|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-11.85327640439209,-57.13868344192451,0.9965463129820087,0.9949444427673527,0.36369419861650176,
AL913843,D04,SIPP21e,4,-1,(4|-1),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-16.2307786279016,-46.59490199466018,0.996944101139474,0.9617057713423685,0.16089995949045022,
AL913843,D04,SIPP21e,4,-4,(4|-4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-17.503791529365117,-46.533202997001354,0.9971007830305516,0.9647853905003205,0.06646860487580075,
AL913843,D04,SIPP21e,4,4,(4|4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-43.082127074045275,-67.65486568201231,0.9979551155582264,0.23468998269288943,0.011808012598354067,
AL913843,D04,SIPP21e,6,-2,(6|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-58.84945984382648,-66.80611535499338,0.9971521738101806,0.09544907759635357,0.0376266758722974,
AL913843,D04,SIPP21e,6,0,(6|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-57.04734497104073,-68.59062205586815,0.9973128091112488,0.3282144892482711,0.026340279617353746,
AL913843,D04,SIPP21e,9,0,(9|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_130732,LOSS,1550.0,-10.756642609286246,-61.150663306984825,0.9980314440235026,0.9964848067297167,0.028042428915645234,
AL913843,D04,SIPP21e,-1,4,(-1|4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-56.060275631956756,-56.53081546910107,0.9977404824156578,0.015275724563841409,0.5481145574675852,
AL913843,D04,SIPP21e,-2,-3,(-2|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-12.426221985115262,-59.96781210567133,0.9969706358781736,0.9916154258613301,0.09659057968955875,
AL913843,D04,SIPP21e,-4,-3,(-4|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-21.863577384465316,-48.08751495609613,0.9962836001723827,0.8612516508786793,0.37297073945156245,
AL913843,D04,SIPP21e,-4,0,(-4|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-10.736835482906827,-58.355690537595365,0.997869635252034,0.9968498644498107,0.2809745970899591,
AL913843,D04,SIPP21e,-7,-2,(-7|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-11.028298213272137,-53.7470960488663,0.9979220329098623,0.9941643962913863,0.08227082331888147,
AL913843,D04,SIPP21e,-7,2,(-7|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-57.876945894095115,-68.14233040518593,0.9976286797526985,0.14671353344505966,0.0032778827804677,
AL913843,D04,SIPP21e,1,-4,(1|-4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-13.236937661567936,-51.002674922536244,0.9978153503541765,0.9714816978759346,0.3094593563046345,
AL913843,D04,SIPP21e,3,3,(3|3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-56.29929005158192,-68.596390905921,0.9981730084562273,0.030599267402667163,0.03241130295546579,
AL913843,D04,SIPP21e,4,0,(4|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-11.702208219714521,-57.7485764121011,0.9962280714291192,0.9956142744144252,0.4078494179465867,
AL913843,D04,SIPP21e,5,-3,(5|-3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-15.30706272120733,-46.232048504149134,0.9975763121636575,0.9682569755175128,0.37494818060149804,
AL913843,D04,SIPP21e,5,3,(5|3),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-57.815526013917406,-67.04146839033638,0.997505080321771,0.09941144026594306,0.0033772347774816414,
AL913843,D04,SIPP21e,7,-2,(7|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-11.075630014769558,-47.33392130789434,0.9977989778638359,0.9947810584897775,0.16581163772657193,
AL913843,D04,SIPP21e,7,0,(7|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-57.51685180407367,-67.74092764579109,0.9968765571599478,0.030082716053729808,0.10382601358304189,
AL913843,D04,SIPP21e,7,2,(7|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200415_155929,LOSS,1550.0,-10.26140035091612,-53.882226038866065,0.9983849437383306,0.9969557893637319,0.35320557128681596,
AL913843,D04,SIPP21e,-2,-2,(-2|-2),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-17.6616546862997,0.997422344627887,0.9867348814952785,0.0,,
AL913843,D04,SIPP21e,-2,2,(-2|2),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-14.111016275137445,0.9979898111349926,0.9895449141463052,0.0,,
AL913843,D04,SIPP21e,-4,-4,(-4|-4),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-26.29605050047394,0.9978200720984499,0.9215893172359636,0.0,,
AL913843,D04,SIPP21e,-4,4,(-4|4),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-18.83480968382628,0.9967209836489689,0.9031139297037711,0.0,,
AL913843,D04,SIPP21e,-9,0,(-9|0),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-14.978105750487885,0.9972209903424015,0.9794036375980595,0.0,,
AL913843,D04,SIPP21e,0,-5,(0|-5),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-22.53733628363989,0.9982162396704525,0.9557186465268144,0.0,,
AL913843,D04,SIPP21e,0,0,(0|0),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-17.57797405702877,0.9969187318742223,0.9659587534361461,0.0,,
AL913843,D04,SIPP21e,0,5,(0|5),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-17.67124064948439,0.9977677629508884,0.9461310671814649,0.0,,
AL913843,D04,SIPP21e,2,-2,(2|-2),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-16.379187716276647,0.9976562707289818,0.9873875712581223,0.0,,
AL913843,D04,SIPP21e,2,2,(2|2),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-14.108492310511792,0.9979193922824874,0.9886265917305471,0.0,,
AL913843,D04,SIPP21e,3,0,(3|0),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-13.813141153819743,0.9971821959507554,0.9889503135464033,0.0,,
AL913843,D04,SIPP21e,4,-4,(4|-4),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-18.526613341968186,0.9972541796733976,0.981092243360064,0.0,,
AL913843,D04,SIPP21e,4,4,(4|4),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-19.637973446257092,0.998025815641114,0.9688656802072689,0.0,,
AL913843,D04,SIPP21e,9,0,(9|0),IIIV_RWGOTE_SK_380,IIIV_RWGOTE_SK_380,20200503_174139,LOSS,1310.0,-13.732552305013087,0.9973587510304565,0.9858101641400809,0.0,,
AL913843,D05,SIPP21e,-2,-2,(-2|-2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200401_053941,LOSS,1550.0,-66.12120828666957,-65.33988054731162,0.9931722860282798,0.16465656460544942,0.08088229274895653,
AL913843,D05,SIPP21e,-2,2,(-2|2),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200401_053941,LOSS,1550.0,-63.18943124799807,-70.68055980861936,0.9961749484753373,0.2064675288339457,0.0972281917856419,
AL913843,D05,SIPP21e,-4,-4,(-4|-4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200401_053941,LOSS,1550.0,-15.164343175798422,-68.06976944829512,0.9951842218465715,0.9911006341494738,0.023736727023886184,
AL913843,D05,SIPP21e,-4,4,(-4|4),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200401_053941,LOSS,1550.0,-19.034662624715565,-65.4782647190259,0.9968847772054041,0.9321120678616398,0.08750960364905747,
AL913843,D05,SIPP21e,-9,0,(-9|0),IIIV_RWGCTE_SK_450,IIIV_RWGCTE_SK_450,20200401_053941,LOSS,1550.0,-62.261141299124574,-65.4456179869012,0.9925710305262488,0.03211628304329961,0.00848854655578557,
